isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
12,23,2286,27420,29706,0.07695415067663099,0.001546342075912225,45.935637707048556,45.935637707048556,12_vs_23,round1,20C,d03,12.03.2026,C5,Sample29,s10,round1_20C_d03_12.03.2026_C5_Sample29.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_C5_Sample29.csv
06,32,5532,121,5653,0.978595436051654,0.0019249315586504939,10.881638101051243,10.881638101051243,06_vs_32,round1,20C,d03,12.03.2026,B3,Sample15,s05,round1_20C_d03_12.03.2026_B3_Sample15.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B3_Sample15.csv
23,43,20656,18544,39200,0.5269387755102041,0.002521713371076821,98.85116414621137,98.85116414621137,23_vs_43,round1,20C,d03,12.03.2026,F11,Sample71,s24,round1_20C_d03_12.03.2026_F11_Sample71.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_F11_Sample71.csv
32,43,112296,32929,145225,0.7732552935100706,0.0010987764351579569,159.56980779581428,159.56980779581428,32_vs_43,round1,20C,d03,12.03.2026,G6,Sample78,s26,round1_20C_d03_12.03.2026_G6_Sample78.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_G6_Sample78.csv
16,32,70562,18471,89033,0.7925375984185639,0.0013589520530395565,120.99157813827084,120.99157813827084,16_vs_32,round1,20C,d03,12.03.2026,D10,Sample46,s16,round1_20C_d03_12.03.2026_D10_Sample46.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D10_Sample46.csv
20,23,246062,979379,1225441,0.200794652700538,0.00036187539801674906,443.456949621043,443.456949621043,20_vs_23,round1,20C,d03,12.03.2026,E7,Sample55,s19,round1_20C_d03_12.03.2026_E7_Sample55.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E7_Sample55.csv
16,32,76487,19723,96210,0.7950005196964972,0.0013015174012562232,125.21898917486124,125.21898917486124,16_vs_32,round1,20C,d03,12.03.2026,D12,Sample48,s16,round1_20C_d03_12.03.2026_D12_Sample48.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D12_Sample48.csv
20,56,5448,2586,8034,0.678117998506348,0.00521236798499156,41.87616439142219,41.87616439142219,20_vs_56,round1,20C,d03,12.03.2026,F5,Sample65,s22,round1_20C_d03_12.03.2026_F5_Sample65.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_F5_Sample65.csv
16,32,46659,13014,59673,0.7819114172238701,0.0016904654787202379,100.87514651167275,100.87514651167275,16_vs_32,round1,20C,d03,12.03.2026,D11,Sample47,s16,round1_20C_d03_12.03.2026_D11_Sample47.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D11_Sample47.csv
20,32,10763,136319,147082,0.07317686732570947,0.0006790559764656314,99.876911130518,99.876911130518,20_vs_32,round1,20C,d03,12.03.2026,E11,Sample59,s20,round1_20C_d03_12.03.2026_E11_Sample59.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E11_Sample59.csv
12,32,4781,121677,126458,0.03780701893118664,0.0005363448997741398,67.82510333563816,67.82510333563816,12_vs_32,round1,20C,d03,12.03.2026,C9,Sample33,s11,round1_20C_d03_12.03.2026_C9_Sample33.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_C9_Sample33.csv
20,32,18439,191347,209786,0.08789433041289695,0.0006181797256586452,129.68545192702453,129.68545192702453,20_vs_32,round1,20C,d03,12.03.2026,E10,Sample58,s20,round1_20C_d03_12.03.2026_E10_Sample58.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E10_Sample58.csv
16,23,60242,39600,99842,0.6033733298611806,0.001548201114489247,154.5754956728354,154.5754956728354,16_vs_23,round1,20C,d03,12.03.2026,D8,Sample44,s15,round1_20C_d03_12.03.2026_D8_Sample44.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D8_Sample44.csv
20,23,12221,145270,157491,0.07759808496993478,0.0006741518481171446,106.17284871181721,106.17284871181721,20_vs_23,round1,20C,d03,12.03.2026,E8,Sample56,s19,round1_20C_d03_12.03.2026_E8_Sample56.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E8_Sample56.csv
16,20,63384,6691,70075,0.9045165893685337,0.0011101730406442825,77.79537582314809,77.79537582314809,16_vs_20,round1,20C,d03,12.03.2026,D5,Sample41,s14,round1_20C_d03_12.03.2026_D5_Sample41.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D5_Sample41.csv
06,32,5752,338,6090,0.9444991789819376,0.0029338766444626445,17.867308764777505,17.867308764777505,06_vs_32,round1,20C,d03,12.03.2026,B1,Sample13,s05,round1_20C_d03_12.03.2026_B1_Sample13.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B1_Sample13.csv
43,56,40655,11128,51783,0.7851032192032135,0.0018050312714224372,93.46993432806806,93.46993432806806,43_vs_56,round1,20C,d03,12.03.2026,G12,Sample84,s28,round1_20C_d03_12.03.2026_G12_Sample84.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_G12_Sample84.csv
43,56,26409,12892,39301,0.6719676344113381,0.0023682673368409716,93.07527460518703,93.07527460518703,43_vs_56,round1,20C,d03,12.03.2026,G10,Sample82,s28,round1_20C_d03_12.03.2026_G10_Sample82.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_G10_Sample82.csv
20,43,17655,34681,52336,0.3373394986242739,0.0020667068386846336,108.16316910939899,108.16316910939899,20_vs_43,round1,20C,d03,12.03.2026,F2,Sample62,s21,round1_20C_d03_12.03.2026_F2_Sample62.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_F2_Sample62.csv
16,20,76505,8997,85502,0.8947743912423102,0.0010493717288123218,89.72338155691114,89.72338155691114,16_vs_20,round1,20C,d03,12.03.2026,D6,Sample42,s14,round1_20C_d03_12.03.2026_D6_Sample42.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D6_Sample42.csv
23,43,27106,25142,52248,0.5187949777981933,0.0021858890870962463,114.20833302260468,114.20833302260468,23_vs_43,round1,20C,d03,12.03.2026,F10,Sample70,s24,round1_20C_d03_12.03.2026_F10_Sample70.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_F10_Sample70.csv
12,16,6048,45337,51385,0.1176997178164834,0.001421601062690277,73.04897060633988,73.04897060633988,12_vs_16,round1,20C,d03,12.03.2026,B11,Sample23,s08,round1_20C_d03_12.03.2026_B11_Sample23.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B11_Sample23.csv
06,23,2343,12149,14492,0.1616754071211703,0.0030581861862917724,44.319234211740365,44.319234211740365,06_vs_23,round1,20C,d03,12.03.2026,A11,Sample11,s04,round1_20C_d03_12.03.2026_A11_Sample11.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_A11_Sample11.csv
06,32,7257,204,7461,0.9726578206674709,0.001887983025281149,14.086241351622652,14.086241351622652,06_vs_32,round1,20C,d03,12.03.2026,B2,Sample14,s05,round1_20C_d03_12.03.2026_B2_Sample14.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B2_Sample14.csv
16,56,35920,4523,40443,0.8881635882600203,0.0015671710944257036,63.38110057185873,63.38110057185873,16_vs_56,round1,20C,d03,12.03.2026,E5,Sample53,s18,round1_20C_d03_12.03.2026_E5_Sample53.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E5_Sample53.csv
16,23,34859,31368,66227,0.5263563199299379,0.0019402078307176852,128.49414400494013,128.49414400494013,16_vs_23,round1,20C,d03,12.03.2026,D7,Sample43,s15,round1_20C_d03_12.03.2026_D7_Sample43.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D7_Sample43.csv
12,32,2432,106659,109091,0.022293314755571038,0.00044698932854629484,48.76251284044385,48.76251284044385,12_vs_32,round1,20C,d03,12.03.2026,C7,Sample31,s11,round1_20C_d03_12.03.2026_C7_Sample31.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_C7_Sample31.csv
23,56,53523,4435,57958,0.9234790710514511,0.0011041979849285579,63.997106810489356,63.997106810489356,23_vs_56,round1,20C,d03,12.03.2026,G3,Sample75,s25,round1_20C_d03_12.03.2026_G3_Sample75.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_G3_Sample75.csv
20,23,6845,98170,105015,0.06518116459553397,0.0007617265911605258,79.99271797072262,79.99271797072262,20_vs_23,round1,20C,d03,12.03.2026,E9,Sample57,s19,round1_20C_d03_12.03.2026_E9_Sample57.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E9_Sample57.csv
23,32,60880,29768,90648,0.6716088606477805,0.0015598211709320475,141.39466950264824,141.39466950264824,23_vs_32,round1,20C,d03,12.03.2026,F7,Sample67,s23,round1_20C_d03_12.03.2026_F7_Sample67.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_F7_Sample67.csv
16,43,58861,15143,74004,0.7953759256256419,0.0014829857828293157,109.74687987250068,109.74687987250068,16_vs_43,round1,20C,d03,12.03.2026,E3,Sample51,s17,round1_20C_d03_12.03.2026_E3_Sample51.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_E3_Sample51.csv
06,43,3417,681,4098,0.8338213762811127,0.005814844619144898,23.829233249255793,23.829233249255793,06_vs_43,round1,20C,d03,12.03.2026,B6,Sample18,s06,round1_20C_d03_12.03.2026_B6_Sample18.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B6_Sample18.csv
12,16,8266,75920,84186,0.09818734706483263,0.0010255716041367312,86.33877106585486,86.33877106585486,12_vs_16,round1,20C,d03,12.03.2026,B12,Sample24,s08,round1_20C_d03_12.03.2026_B12_Sample24.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_B12_Sample24.csv
12,56,54379,3421,57800,0.9408131487889273,0.000981522789907148,56.732017256633156,56.732017256633156,12_vs_56,round1,20C,d03,12.03.2026,D2,Sample38,s13,round1_20C_d03_12.03.2026_D2_Sample38.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_D2_Sample38.csv
12,43,17918,23525,41443,0.43235287020727264,0.00243350814078447,100.85187787853079,100.85187787853079,12_vs_43,round1,20C,d03,12.03.2026,C11,Sample35,s12,round1_20C_d03_12.03.2026_C11_Sample35.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_C11_Sample35.csv
32,56,191358,7688,199046,0.961375762386584,0.00043191652189699336,85.97125601750894,85.97125601750894,32_vs_56,round1,20C,d03,12.03.2026,G7,Sample79,s27,round1_20C_d03_12.03.2026_G7_Sample79.csv,../data/round01/round1_20C_d03_12.03.2026/round1_20C_d03_12.03.2026_G7_Sample79.csv
